tasa_cumplimiento,pagos_puntuales,pagos_atrasados,defaults,atraso_max_periodos,defaults_tras_cobro,antiguedad_periodos,disputas_perdidas,incumplio
400000,2,0,3,0,1,5,0,0
857142,6,0,1,0,1,7,0,0
600000,2,1,2,1067923,0,5,0,0
875000,6,1,1,1007834,0,8,0,0
400000,0,2,3,774066,3,5,0,0
750000,1,2,1,1056762,1,4,0,1
750000,2,1,1,66054,0,4,0,0
571428,2,2,3,1441266,2,7,0,1
500000,0,1,1,828341,1,2,0,0
0,0,0,1,0,0,1,0,0
857142,6,0,1,0,0,7,0,0
875000,6,1,1,584699,1,8,0,0
750000,5,1,2,172123,1,8,0,0
750000,4,2,2,1083814,1,8,0,1
750000,2,1,1,1528784,0,4,0,0
857142,6,0,1,0,0,7,0,0
750000,3,0,1,0,0,4,0,0
857142,4,2,1,622347,0,7,0,1
1000000,3,3,0,2445837,0,6,0,1
1000000,2,0,0,0,0,2,0,0
1000000,8,0,0,0,0,8,0,0
750000,4,2,2,934002,1,8,0,0
600000,2,1,2,1050806,2,5,0,0
1000000,1,0,0,0,0,1,0,0
1000000,4,0,0,0,0,4,0,0
500000,2,1,3,1206367,2,6,0,1
1000000,5,0,0,0,0,5,0,0
1000000,1,1,0,97312,0,2,0,0
833333,5,0,1,0,0,6,0,0
1000000,1,0,0,0,0,1,0,0
1000000,5,1,0,868419,0,6,0,0
500000,1,2,3,774847,2,6,0,1
285714,1,1,5,1421210,1,7,0,1
750000,5,1,2,988806,2,8,0,1
666666,2,0,1,0,0,3,0,0
1000000,3,0,0,0,0,3,0,0
500000,1,1,2,1199803,2,4,0,1
714285,5,0,2,0,0,7,0,0
666666,3,1,2,288618,2,6,0,0
166666,1,0,5,0,5,6,0,0
1000000,0,0,0,0,0,0,0,0
1000000,0,0,0,0,0,0,0,0
428571,0,3,4,1178292,3,7,0,1
714285,5,0,2,0,2,7,0,0
750000,3,0,1,0,1,4,0,0
1000000,8,0,0,0,0,8,0,0
714285,2,3,2,1083846,2,7,0,0
500000,2,0,2,0,1,4,0,0
1000000,4,1,0,283185,0,5,0,0
1000000,6,0,0,0,0,6,0,0
1000000,0,1,0,1303592,0,1,2,0
1000000,3,0,0,0,0,3,0,0
875000,7,0,1,0,1,8,0,0
875000,7,0,1,0,1,8,0,0
400000,1,1,3,2190347,2,5,0,0
750000,2,1,1,1104624,0,4,0,0
750000,3,0,1,0,0,4,0,0
1000000,3,0,0,0,0,3,0,0
0,0,0,2,0,0,2,0,0
833333,3,2,1,1119189,0,6,0,0
1000000,2,0,0,0,0,2,0,0
666666,0,4,2,2046214,2,6,0,1
750000,3,0,1,0,0,4,0,0
1000000,2,0,0,0,0,2,0,0
1000000,6,0,0,0,0,6,0,0
714285,4,1,2,1192342,0,7,0,0
1000000,3,3,0,1462404,0,6,0,0
750000,2,1,1,200794,0,4,0,0
500000,2,1,3,1299073,3,6,0,1
1000000,7,0,0,0,0,7,0,0
1000000,3,0,0,0,0,3,0,0
875000,7,0,1,0,0,8,0,0
875000,7,0,1,0,1,8,0,0
500000,1,0,1,0,0,2,0,0
1000000,5,1,0,654774,0,6,0,0
600000,1,2,2,746328,0,5,0,1
714285,2,3,2,974504,1,7,0,1
1000000,0,0,0,0,0,0,0,0
1000000,3,1,0,451434,0,4,0,0
1000000,5,1,0,667345,0,6,0,0
833333,3,2,1,1317672,0,6,1,1
1000000,5,0,0,0,0,5,0,0
750000,3,0,1,0,0,4,0,0
1000000,4,0,0,0,0,4,0,0
1000000,8,0,0,0,0,8,0,0
857142,2,4,1,1020205,1,7,1,0
1000000,3,0,0,0,0,3,0,0
750000,5,1,2,1564526,0,8,0,0
1000000,3,0,0,0,0,3,0,0
875000,4,3,1,1492143,1,8,0,0
714285,3,2,2,1045251,2,7,0,0
800000,3,1,1,1131754,1,5,0,0
0,0,0,6,0,6,6,0,1
666666,1,1,1,244260,0,3,0,0
1000000,2,2,0,1657063,0,4,0,0
1000000,6,0,0,0,0,6,0,0
1000000,7,0,0,0,0,7,0,0
833333,4,1,1,512672,0,6,0,0
500000,2,1,3,910375,2,6,0,0
500000,4,0,4,0,0,8,0,0
571428,4,0,3,0,3,7,0,0
857142,6,0,1,0,0,7,0,0
600000,2,1,2,139276,1,5,0,1
1000000,5,0,0,0,0,5,0,0
1000000,4,0,0,0,0,4,0,0
500000,2,0,2,0,2,4,0,0
666666,2,2,2,624205,2,6,0,0
600000,3,0,2,0,1,5,0,0
750000,3,0,1,0,0,4,0,0
1000000,0,5,0,1607688,0,5,3,0
1000000,3,0,0,0,0,3,3,0
1000000,5,1,0,299749,0,6,0,0
666666,1,1,1,1992850,0,3,0,1
1000000,6,0,0,0,0,6,0,0
1000000,2,1,0,1987034,0,3,0,0
750000,4,2,2,1325569,2,8,0,0
750000,5,1,2,1083434,1,8,0,0
1000000,5,0,0,0,0,5,0,0
833333,5,0,1,0,0,6,0,0
375000,1,2,5,1517818,4,8,0,0
857142,4,2,1,897786,1,7,0,0
875000,4,3,1,657040,1,8,0,0
1000000,6,0,0,0,0,6,0,0
1000000,3,0,0,0,0,3,0,0
1000000,6,0,0,0,0,6,0,0
333333,1,1,4,608670,4,6,0,0
1000000,4,0,0,0,0,4,0,0
750000,3,0,1,0,0,4,0,0
857142,3,3,1,1068564,0,7,0,1
800000,4,0,1,0,1,5,0,0
1000000,2,0,0,0,0,2,0,0
1000000,4,0,0,0,0,4,0,0
250000,0,1,3,1143924,3,4,0,0
1000000,4,0,0,0,0,4,0,0
600000,2,1,2,784701,0,5,0,0
800000,1,3,1,1583200,0,5,0,0
0,0,0,1,0,0,1,0,0
400000,2,0,3,0,2,5,0,0
750000,1,2,1,1043364,1,4,0,0
1000000,4,0,0,0,0,4,0,0
1000000,0,0,0,0,0,0,0,0
1000000,2,0,0,0,0,2,0,0
875000,5,2,1,685448,0,8,0,0
1000000,3,1,0,155968,0,4,0,0
714285,2,3,2,866325,2,7,0,1
800000,4,0,1,0,0,5,0,0
833333,2,3,1,1075291,1,6,0,0
800000,4,0,1,0,1,5,0,0
1000000,7,1,0,735192,0,8,0,0
1000000,0,0,0,0,0,0,0,0
500000,1,0,1,0,0,2,0,0
1000000,7,0,0,0,0,7,1,0
666666,4,0,2,0,0,6,0,0
625000,4,1,3,1076152,2,8,0,0
1000000,3,0,0,0,0,3,0,0
750000,3,0,1,0,0,4,0,0
875000,7,0,1,0,1,8,0,0
500000,1,1,2,958377,2,4,1,1
666666,2,0,1,0,1,3,0,0
800000,4,0,1,0,0,5,0,0
625000,5,0,3,0,0,8,0,1
1000000,4,0,0,0,0,4,0,0
875000,7,0,1,0,0,8,0,0
1000000,4,0,0,0,0,4,0,0
1000000,5,1,0,582400,0,6,0,0
625000,2,3,3,2026316,1,8,0,0
833333,3,2,1,709786,0,6,0,0
333333,1,1,4,556850,1,6,0,0
750000,2,4,2,2097281,0,8,2,1
571428,3,1,3,737494,1,7,0,0
1000000,6,2,0,793515,0,8,0,0
1000000,0,0,0,0,0,0,0,0
1000000,4,0,0,0,0,4,0,0
400000,1,1,3,872323,1,5,0,0
1000000,7,0,0,0,0,7,0,0
571428,3,1,3,55308,3,7,0,0
750000,1,2,1,1222325,0,4,0,0
1000000,4,0,0,0,0,4,0,0
666666,2,0,1,0,0,3,1,1
1000000,1,0,0,0,0,1,0,0
666666,1,3,2,1144910,2,6,1,1
800000,3,1,1,383839,1,5,0,0
1000000,5,1,0,713736,0,6,2,0
875000,5,2,1,1883714,0,8,0,0
714285,5,0,2,0,0,7,0,0
666666,3,1,2,1068084,1,6,0,0
1000000,4,0,0,0,0,4,0,0
833333,4,1,1,676821,1,6,0,0
1000000,2,2,0,2129517,0,4,0,0
1000000,8,0,0,0,0,8,0,0
1000000,3,2,0,1467337,0,5,0,0
800000,4,0,1,0,1,5,0,1
750000,3,0,1,0,0,4,0,0
714285,4,1,2,1135419,2,7,0,1
1000000,7,0,0,0,0,7,0,0
1000000,7,0,0,0,0,7,0,0
800000,4,0,1,0,0,5,0,1
666666,1,3,2,1317724,2,6,0,1
250000,0,1,3,1395704,0,4,0,0
600000,3,0,2,0,0,5,2,0
1000000,5,0,0,0,0,5,0,0
500000,0,1,1,1482781,1,2,0,0
1000000,5,0,0,0,0,5,3,0
0,0,0,3,0,0,3,2,0
333333,1,0,2,0,2,3,0,0
1000000,4,0,0,0,0,4,0,0
1000000,4,0,0,0,0,4,0,0
800000,1,3,1,1516055,1,5,0,0
714285,4,1,2,111411,1,7,0,1
375000,1,2,5,1269049,5,8,0,1
1000000,4,0,0,0,0,4,0,0
666666,2,0,1,0,0,3,0,0
500000,2,0,2,0,0,4,0,0
1000000,3,0,0,0,0,3,0,0
1000000,6,0,0,0,0,6,0,0
750000,2,1,1,504695,0,4,0,0
1000000,4,3,0,983320,0,7,0,0
1000000,3,0,0,0,0,3,0,0
1000000,0,0,0,0,0,0,0,0
625000,1,4,3,1402543,3,8,0,0
1000000,5,1,0,401421,0,6,0,0
833333,3,2,1,1442656,0,6,0,0
1000000,3,0,0,0,0,3,0,0
666666,2,0,1,0,0,3,2,0
428571,1,2,4,507589,4,7,0,0
1000000,2,1,0,1000120,0,3,0,0
666666,2,2,2,1480561,1,6,0,1
1000000,3,0,0,0,0,3,0,0
714285,3,2,2,1266611,1,7,0,1
1000000,4,1,0,291232,0,5,0,0
1000000,3,0,0,0,0,3,0,0
1000000,5,1,0,791606,0,6,0,0
857142,4,2,1,1175439,0,7,0,1
750000,2,1,1,405432,0,4,0,0
750000,2,1,1,881906,1,4,1,0
375000,1,2,5,1013107,3,8,0,1
857142,4,2,1,1808280,1,7,0,0
600000,2,1,2,1370074,0,5,0,0
571428,2,2,3,1700055,1,7,0,0
1000000,5,0,0,0,0,5,0,0
666666,0,4,2,940997,2,6,0,1
1000000,1,2,0,1459076,0,3,1,0
625000,4,1,3,392197,3,8,0,0
1000000,5,2,0,356401,0,7,0,0
875000,7,0,1,0,0,8,0,0
1000000,1,2,0,1237869,0,3,0,1
833333,5,0,1,0,1,6,0,0
875000,7,0,1,0,0,8,0,0
1000000,3,0,0,0,0,3,0,0
1000000,2,0,0,0,0,2,0,0
1000000,6,0,0,0,0,6,0,0
714285,3,2,2,1438238,2,7,0,0
666666,4,0,2,0,2,6,0,0
833333,4,1,1,1302076,1,6,3,1
857142,5,1,1,449113,1,7,0,0
1000000,1,0,0,0,0,1,0,0
1000000,7,0,0,0,0,7,0,0
714285,4,1,2,899847,2,7,0,0
833333,5,0,1,0,1,6,0,0
1000000,0,0,0,0,0,0,0,0
1000000,2,2,0,1003922,0,4,0,1
714285,3,2,2,458274,2,7,0,1
875000,5,2,1,526604,1,8,0,0
600000,3,0,2,0,0,5,0,0
714285,0,5,2,2226076,2,7,0,1
1000000,1,0,0,0,0,1,0,0
833333,4,1,1,222273,0,6,0,0
714285,4,1,2,1507225,0,7,0,0
1000000,5,1,0,485307,0,6,0,0
1000000,3,0,0,0,0,3,0,0
714285,1,4,2,2720344,0,7,0,1
428571,3,0,4,0,2,7,0,1
1000000,7,0,0,0,0,7,0,0
1000000,7,0,0,0,0,7,0,0
1000000,4,0,0,0,0,4,0,0
875000,7,0,1,0,1,8,0,0
1000000,2,0,0,0,0,2,0,0
500000,1,3,4,969624,4,8,0,1
800000,4,0,1,0,0,5,1,0
875000,7,0,1,0,0,8,3,0
714285,5,0,2,0,0,7,0,0
800000,3,1,1,273647,0,5,0,0
1000000,3,0,0,0,0,3,0,0
857142,6,0,1,0,0,7,0,0
833333,2,3,1,1233384,0,6,0,0
1000000,4,0,0,0,0,4,0,0
875000,4,3,1,1140920,0,8,0,0
833333,4,1,1,128776,0,6,0,0
500000,3,0,3,0,0,6,0,0
1000000,2,0,0,0,0,2,0,0
857142,4,2,1,235643,1,7,0,0
250000,1,0,3,0,3,4,0,0
750000,5,1,2,193835,1,8,0,0
750000,3,0,1,0,1,4,0,0
857142,4,2,1,976036,0,7,0,0
1000000,2,0,0,0,0,2,0,0
750000,5,1,2,237996,2,8,0,0
1000000,4,0,0,0,0,4,0,0
1000000,7,0,0,0,0,7,0,0
333333,1,1,4,511632,3,6,0,0
500000,1,0,1,0,0,2,0,0
1000000,6,1,0,735170,0,7,0,0
1000000,0,0,0,0,0,0,0,0
1000000,6,0,0,0,0,6,0,0
1000000,7,0,0,0,0,7,0,0
625000,2,3,3,2235451,2,8,0,0
750000,4,2,2,1156001,0,8,0,1
833333,4,1,1,132511,1,6,0,0
333333,0,2,4,811250,4,6,0,1
875000,7,0,1,0,0,8,0,0
1000000,1,0,0,0,0,1,0,0
1000000,6,0,0,0,0,6,0,0
750000,2,1,1,380357,0,4,0,0
666666,4,0,2,0,0,6,0,0
875000,6,1,1,384502,0,8,0,0
875000,6,1,1,218165,1,8,0,0
0,0,0,1,0,0,1,0,0
750000,3,0,1,0,0,4,0,0
800000,3,1,1,919626,0,5,0,0
714285,3,2,2,839075,2,7,2,1
750000,3,0,1,0,1,4,0,0
750000,4,2,2,1816290,1,8,0,1
1000000,2,0,0,0,0,2,0,0
666666,2,0,1,0,1,3,0,0
1000000,7,0,0,0,0,7,0,0
1000000,2,1,0,924962,0,3,2,0
0,0,0,2,0,2,2,0,0
750000,3,0,1,0,1,4,0,0
1000000,2,0,0,0,0,2,0,0
200000,1,0,4,0,2,5,0,0
500000,4,0,4,0,2,8,0,0
666666,2,0,1,0,0,3,0,0
1000000,1,1,0,636221,0,2,3,0
500000,3,1,4,801289,3,8,0,0
1000000,4,0,0,0,0,4,0,0
666666,2,0,1,0,0,3,0,0
1000000,4,0,0,0,0,4,0,0
750000,3,0,1,0,1,4,0,0
571428,4,0,3,0,0,7,0,0
500000,3,1,4,765136,4,8,0,0
571428,2,2,3,916086,3,7,0,1
1000000,5,0,0,0,0,5,0,0
800000,4,0,1,0,0,5,0,0
800000,0,4,1,1438462,1,5,0,1
833333,1,4,1,1047703,0,6,2,0
1000000,7,1,0,796907,0,8,0,0
857142,5,1,1,483379,1,7,0,0
750000,4,2,2,1419045,2,8,0,0
1000000,2,1,0,518177,0,3,0,0
875000,7,0,1,0,1,8,0,0
1000000,2,1,0,451997,0,3,0,0
857142,5,1,1,890838,0,7,0,0
875000,7,0,1,0,1,8,0,0
875000,4,3,1,1177763,0,8,0,0
875000,5,2,1,1296254,1,8,0,0
600000,1,2,2,975727,2,5,3,0
750000,5,1,2,601938,2,8,0,0
875000,6,1,1,192956,1,8,0,0
714285,3,2,2,1673296,2,7,0,1
1000000,4,1,0,677224,0,5,0,0
1000000,3,0,0,0,0,3,0,0
1000000,1,0,0,0,0,1,2,1
500000,2,2,4,2141969,0,8,0,0
800000,4,0,1,0,0,5,0,0
1000000,4,0,0,0,0,4,0,0
500000,1,0,1,0,0,2,0,0
1000000,5,3,0,1234563,0,8,0,1
400000,1,1,3,1176319,2,5,0,1
400000,0,2,3,1964707,0,5,0,1
1000000,2,0,0,0,0,2,0,0
1000000,4,1,0,1209843,0,5,0,0
625000,1,4,3,1579308,3,8,0,1
1000000,0,0,0,0,0,0,0,0
1000000,0,1,0,148554,0,1,0,1
333333,2,0,4,0,4,6,1,0
1000000,5,0,0,0,0,5,0,0
833333,4,1,1,699636,1,6,0,0
800000,3,1,1,429978,0,5,0,0
1000000,0,0,0,0,0,0,0,0
1000000,7,1,0,193284,0,8,0,0
833333,5,0,1,0,1,6,0,0
1000000,6,0,0,0,0,6,0,0
500000,3,0,3,0,1,6,3,1
500000,1,1,2,151633,0,4,0,0
1000000,7,0,0,0,0,7,0,0
600000,3,0,2,0,2,5,0,0
500000,2,0,2,0,0,4,2,0
500000,3,1,4,1584914,2,8,0,0
1000000,2,2,0,1101274,0,4,0,0
800000,4,0,1,0,0,5,1,0
1000000,2,1,0,593592,0,3,0,0
500000,1,0,1,0,0,2,0,0
750000,3,0,1,0,0,4,0,0
285714,2,0,5,0,5,7,2,1
428571,1,2,4,646441,3,7,0,0
1000000,4,2,0,958374,0,6,0,0
600000,2,1,2,1660511,2,5,2,1
857142,4,2,1,1488393,0,7,0,0
1000000,6,1,0,741458,0,7,0,0
1000000,3,0,0,0,0,3,0,0
1000000,0,0,0,0,0,0,0,0
750000,5,1,2,433209,0,8,0,0
571428,3,1,3,647055,2,7,0,0
750000,6,0,2,0,1,8,0,0
1000000,0,1,0,484156,0,1,0,0
1000000,3,0,0,0,0,3,0,0
875000,4,3,1,464547,1,8,0,1
1000000,3,2,0,454324,0,5,0,0
600000,2,1,2,373073,0,5,0,0
833333,4,1,1,111910,0,6,0,0
571428,4,0,3,0,0,7,0,0
1000000,2,1,0,127339,0,3,0,0
1000000,7,1,0,172581,0,8,0,0
250000,1,1,6,71416,5,8,0,0
857142,6,0,1,0,1,7,0,0
1000000,4,0,0,0,0,4,0,0
1000000,5,0,0,0,0,5,0,0
750000,2,1,1,1768153,0,4,0,0
1000000,0,2,0,772999,0,2,0,0
1000000,4,2,0,1038252,0,6,0,0
750000,3,3,2,1365041,2,8,0,0
1000000,6,1,0,731716,0,7,0,0
750000,2,4,2,1027192,1,8,0,0
800000,4,0,1,0,0,5,0,0
800000,4,0,1,0,1,5,0,0
714285,5,0,2,0,1,7,0,0
1000000,0,1,0,97008,0,1,0,0
1000000,7,0,0,0,0,7,0,0
500000,2,0,2,0,1,4,0,0
1000000,6,0,0,0,0,6,0,0
333333,1,0,2,0,0,3,0,0
833333,4,1,1,728724,1,6,0,0
1000000,4,3,0,1315353,0,7,0,0
500000,0,4,4,1774982,4,8,0,1
666666,3,1,2,358683,0,6,0,1
375000,0,3,5,2052385,5,8,0,1
750000,6,0,2,0,2,8,1,0
1000000,6,0,0,0,0,6,0,0
750000,5,1,2,672635,0,8,0,0
800000,4,0,1,0,1,5,0,0
571428,1,3,3,1591845,2,7,0,1
833333,3,2,1,1579888,1,6,0,0
750000,4,2,2,1435788,1,8,0,0
857142,4,2,1,1109019,1,7,0,0
1000000,5,0,0,0,0,5,0,0
833333,2,3,1,1560517,0,6,0,1
714285,4,1,2,2126541,0,7,0,0
666666,1,1,1,251288,1,3,0,0
800000,3,1,1,671950,0,5,0,0
1000000,4,1,0,1235243,0,5,0,0
666666,3,1,2,1338592,2,6,0,1
666666,1,3,2,1123605,1,6,2,1
666666,0,2,1,1130744,0,3,0,0
666666,1,1,1,1007697,0,3,0,0
857142,6,0,1,0,1,7,0,0
571428,3,1,3,945362,1,7,0,0
833333,2,3,1,1170140,1,6,0,1
666666,1,3,2,2628055,0,6,0,1
750000,3,3,2,1055438,2,8,0,0
1000000,3,1,0,757251,0,4,0,0
500000,3,0,3,0,1,6,0,1
1000000,2,4,0,1559172,0,6,0,0
625000,2,3,3,2171783,1,8,0,1
1000000,4,1,0,563974,0,5,0,0
1000000,4,3,0,1112010,0,7,0,0
1000000,3,0,0,0,0,3,0,0
1000000,2,0,0,0,0,2,0,0
1000000,0,2,0,796538,0,2,0,0
0,0,0,1,0,0,1,0,0
1000000,2,2,0,1225950,0,4,0,0
714285,5,0,2,0,2,7,0,0
1000000,7,0,0,0,0,7,0,0
833333,5,0,1,0,0,6,0,0
1000000,6,0,0,0,0,6,0,0
1000000,5,2,0,798755,0,7,0,0
1000000,6,1,0,1177414,0,7,0,0
1000000,3,1,0,524867,0,4,0,0
600000,1,2,2,911113,2,5,0,1
666666,4,0,2,0,0,6,0,0
1000000,3,0,0,0,0,3,0,0
857142,2,4,1,1997070,0,7,0,1
333333,1,0,2,0,2,3,0,1
714285,4,1,2,1690635,2,7,0,0
625000,2,3,3,1472586,1,8,1,1
1000000,4,1,0,450448,0,5,0,0
625000,4,1,3,360564,2,8,0,0
714285,3,2,2,1263239,1,7,0,1
1000000,6,1,0,457988,0,7,0,0
1000000,5,2,0,1236148,0,7,0,1
1000000,1,3,0,991302,0,4,0,0
1000000,4,0,0,0,0,4,0,0
666666,0,2,1,2173789,0,3,0,1
1000000,7,1,0,1438995,0,8,0,0
875000,4,3,1,2143706,1,8,0,1
333333,0,2,4,1238537,3,6,0,1
1000000,2,1,0,1131723,0,3,0,0
800000,3,1,1,204777,1,5,0,0
833333,5,0,1,0,0,6,0,0
1000000,3,0,0,0,0,3,0,0
500000,0,1,1,1124905,1,2,0,1
571428,4,0,3,0,3,7,0,0
428571,0,3,4,906411,3,7,0,0
571428,4,0,3,0,2,7,0,0
428571,1,2,4,747336,4,7,0,0
750000,6,0,2,0,1,8,0,0
1000000,6,0,0,0,0,6,2,1
800000,4,0,1,0,0,5,1,0
750000,2,1,1,286192,0,4,0,0
1000000,5,0,0,0,0,5,0,0
666666,2,0,1,0,0,3,0,1
428571,1,2,4,1549178,1,7,0,0
1000000,4,1,0,336370,0,5,0,0
833333,5,0,1,0,1,6,0,0
428571,2,1,4,335838,1,7,0,1
1000000,1,0,0,0,0,1,0,0
800000,4,0,1,0,0,5,0,0
500000,2,2,4,2327927,4,8,0,1
600000,3,0,2,0,1,5,1,0
666666,2,2,2,1265170,0,6,0,0
1000000,2,1,0,178165,0,3,0,0
833333,4,1,1,1317774,0,6,0,0
666666,1,1,1,1662830,0,3,0,1
1000000,6,0,0,0,0,6,0,0
600000,1,2,2,490319,1,5,0,1
1000000,4,0,0,0,0,4,0,0
857142,6,0,1,0,0,7,0,0
1000000,4,0,0,0,0,4,0,0
1000000,5,0,0,0,0,5,0,0
875000,4,3,1,1737918,0,8,0,0
1000000,2,0,0,0,0,2,0,0
714285,4,1,2,488053,1,7,0,1
750000,2,1,1,1249079,0,4,0,0
1000000,4,0,0,0,0,4,0,0
666666,2,0,1,0,0,3,1,0
625000,3,2,3,422454,3,8,0,0
1000000,3,1,0,439948,0,4,0,0
1000000,7,0,0,0,0,7,0,0
1000000,6,1,0,847262,0,7,0,0
1000000,4,0,0,0,0,4,0,0
1000000,3,0,0,0,0,3,0,0
1000000,3,0,0,0,0,3,0,0
1000000,4,1,0,894201,0,5,0,1
400000,1,1,3,1594184,2,5,0,1
833333,3,2,1,1609209,1,6,0,0
600000,3,0,2,0,2,5,0,0
333333,1,0,2,0,0,3,0,0
800000,3,1,1,1378804,0,5,0,0
1000000,4,0,0,0,0,4,0,0
1000000,5,1,0,115155,0,6,1,0
1000000,6,0,0,0,0,6,0,0
285714,1,1,5,907519,5,7,0,0
1000000,5,1,0,501608,0,6,0,0
857142,3,3,1,1788376,1,7,0,0
1000000,4,0,0,0,0,4,0,0
1000000,3,1,0,93713,0,4,0,0
714285,2,3,2,847298,2,7,0,1
1000000,4,0,0,0,0,4,0,0
1000000,5,0,0,0,0,5,0,0
250000,0,1,3,824881,1,4,0,1
1000000,1,1,0,621678,0,2,0,1
1000000,6,1,0,1147659,0,7,0,0
1000000,7,0,0,0,0,7,0,0
750000,3,0,1,0,0,4,0,0
875000,6,1,1,686746,0,8,0,0
875000,4,3,1,1605454,0,8,0,1
1000000,6,0,0,0,0,6,0,0
1000000,2,0,0,0,0,2,0,0
428571,3,0,4,0,2,7,0,0
833333,4,1,1,644331,0,6,0,0
714285,3,2,2,1324720,1,7,0,1
714285,4,1,2,1285862,0,7,0,0
714285,4,1,2,1641205,1,7,0,0
666666,2,2,2,1768829,2,6,0,0
800000,4,0,1,0,1,5,0,0
750000,2,1,1,829071,1,4,0,0
1000000,3,2,0,953653,0,5,0,0
1000000,2,0,0,0,0,2,2,1
833333,5,0,1,0,1,6,0,0
875000,6,1,1,186132,0,8,0,0
500000,2,0,2,0,0,4,0,0
875000,4,3,1,772944,1,8,1,0
1000000,4,0,0,0,0,4,0,0
1000000,4,0,0,0,0,4,0,0
1000000,8,0,0,0,0,8,0,0
600000,2,1,2,717484,1,5,0,0
250000,1,0,3,0,2,4,0,0
666666,1,1,1,588031,0,3,0,0
666666,3,1,2,1843395,1,6,0,0
1000000,2,1,0,862885,0,3,0,0
1000000,4,0,0,0,0,4,0,0
1000000,4,0,0,0,0,4,0,0
833333,3,2,1,1228496,0,6,0,0
1000000,1,0,0,0,0,1,0,0
1000000,5,0,0,0,0,5,0,0
500000,0,1,1,235955,1,2,0,0
800000,4,0,1,0,0,5,0,0
500000,1,0,1,0,0,2,0,1
833333,3,2,1,1190317,1,6,0,0
1000000,5,1,0,837359,0,6,0,0
1000000,6,1,0,235871,0,7,0,0
1000000,3,4,0,1379045,0,7,1,0
500000,0,3,3,1610581,3,6,3,1
400000,1,1,3,677178,3,5,0,0
1000000,4,2,0,942318,0,6,0,0
833333,2,3,1,949369,1,6,0,0
1000000,2,1,0,2334903,0,3,0,1
1000000,6,2,0,270662,0,8,0,0
666666,1,3,2,1803316,0,6,0,1
857142,4,2,1,1498407,1,7,0,0
625000,4,1,3,1047986,3,8,0,0
750000,6,0,2,0,1,8,0,0
1000000,5,0,0,0,0,5,0,0
875000,6,1,1,225000,1,8,0,0
500000,0,1,1,1657580,0,2,0,0
1000000,2,0,0,0,0,2,0,0
1000000,0,4,0,991577,0,4,0,1
500000,3,1,4,1420254,1,8,0,0
428571,2,1,4,1535169,2,7,0,1
750000,6,0,2,0,2,8,0,0
500000,3,0,3,0,2,6,0,1
875000,3,4,1,789043,1,8,0,1
1000000,6,1,0,509783,0,7,0,0
1000000,2,0,0,0,0,2,0,0
625000,5,0,3,0,3,8,0,0
857142,5,1,1,417440,1,7,0,0
666666,1,3,2,1346373,2,6,0,1
1000000,0,0,0,0,0,0,0,0
1000000,6,0,0,0,0,6,0,0
666666,3,1,2,376712,1,6,0,0
1000000,6,0,0,0,0,6,0,0
857142,6,0,1,0,0,7,0,0
833333,5,0,1,0,0,6,0,0
833333,4,1,1,791028,0,6,0,0
875000,7,0,1,0,1,8,3,0
875000,7,0,1,0,1,8,0,0
666666,1,1,1,518512,0,3,0,0
800000,2,2,1,1236626,0,5,0,0
0,0,0,1,0,0,1,0,0
750000,1,5,2,605597,2,8,0,1
875000,6,1,1,957021,1,8,0,0
400000,1,1,3,1554752,3,5,0,1
500000,1,0,1,0,1,2,0,0
800000,2,2,1,647005,1,5,0,0
1000000,7,0,0,0,0,7,0,0
1000000,6,2,0,413654,0,8,0,0
857142,3,3,1,1576030,1,7,2,0
1000000,1,1,0,444074,0,2,0,0
600000,3,0,2,0,0,5,0,0
666666,2,2,2,960667,0,6,0,0
750000,4,2,2,780681,1,8,0,0
1000000,5,0,0,0,0,5,0,0
1000000,4,3,0,1684432,0,7,0,1
857142,5,1,1,490494,1,7,0,0
200000,0,1,4,916231,3,5,0,1
666666,1,1,1,1002220,0,3,0,1
1000000,8,0,0,0,0,8,0,0
333333,0,2,4,1516437,3,6,0,1
1000000,2,1,0,1979263,0,3,0,1
333333,0,1,2,39197,2,3,0,0
600000,1,2,2,2402746,1,5,0,0
1000000,1,0,0,0,0,1,0,0
857142,6,0,1,0,0,7,0,0
1000000,4,3,0,930469,0,7,0,0
500000,4,0,4,0,1,8,0,0
500000,1,1,2,2019993,2,4,1,0
1000000,1,2,0,1484839,0,3,0,0
600000,1,2,2,2048230,0,5,0,0
500000,2,0,2,0,0,4,0,0
1000000,6,2,0,856394,0,8,0,0
428571,2,1,4,48336,0,7,0,0
1000000,1,1,0,397175,0,2,3,0
666666,3,1,2,901328,2,6,0,0
875000,6,1,1,50493,1,8,0,0
1000000,2,1,0,1359862,0,3,0,0
666666,4,0,2,0,0,6,0,0
1000000,3,0,0,0,0,3,0,0
1000000,2,2,0,882430,0,4,0,0
750000,2,4,2,1385615,1,8,3,1
1000000,3,1,0,1351459,0,4,2,0
666666,1,1,1,1078842,0,3,0,1
1000000,2,1,0,762129,0,3,0,0
666666,2,0,1,0,1,3,0,0
1000000,2,0,0,0,0,2,0,0
750000,4,2,2,1753054,1,8,0,0
1000000,4,1,0,126006,0,5,0,0
1000000,4,2,0,1061732,0,6,0,0
833333,5,0,1,0,1,6,0,0
1000000,0,1,0,216914,0,1,0,1
571428,2,2,3,1447826,3,7,0,0
1000000,2,2,0,747120,0,4,1,0
